html_file,group,url,domain,ip_address,product,version,cpe,cpe23,components,ssh_key,ssh_kex,ssh_mac,ssh_cipher,ssl_ja3s,ssl_jarm,ssl_fingerprint,hostnames,domains,vulns,tags,server,asn_x,org_x,isp,country_code,region_code,ssl_issuer,ssl_subject,shodan_ports,shodan_vulns,org_y,asn_y,country,internetdb_ports,internetdb_vulns,internetdb_tags,asn,org,cve_list
spacebears_20250522_page1.html,spacebears,https://stienemann-wp.de,stienemann-wp.de,176.9.61.3,Apache httpd,,"cpe:/a:apache:http_server, cpe:/a:jquery:jquery, cpe:/a:mysql:mysql, cpe:/a:php:php, cpe:/a:wordpress:wordpress","cpe:2.3:a:apache:http_server, cpe:2.3:a:jquery:jquery, cpe:2.3:a:mysql:mysql, cpe:2.3:a:php:php, cpe:2.3:a:wordpress:wordpress","jQuery, jQuery Migrate, Google Tag Manager, WordPress, MySQL, Yoast SEO, PHP",,,,,6c2811f7ba8e88604ea41a2bf9fa5ad7,15d3fd16d29d29d00042d43d000000eed8083ffe0365e3dd86aa60eff5d3bb,9d16d1e4745f242d8d7bef317e308eb9ac25dd035ece591ed611f3f929260ec4,"intermundos.de, tesla.meap.de, www.intermundos.de, www.n-rw.de, n-rw.de, meap.de","intermundos.de, n-rw.de, meap.de",,starttls,Apache,AS24940,Hetzner Online GmbH,Hetzner Online GmbH,DE,SN,"{""C"": ""US"", ""CN"": ""R11"", ""O"": ""Let's Encrypt""}","{""CN"": ""intermundos.de""}","[80, 443, 21]",[],Hetzner Online GmbH,AS24940,DE,"[21, 80, 443]",[],['starttls'],AS24940,Hetzner Online GmbH,[]
spacebears_20250522_page1.html,spacebears,https://www.blade.com,blade.com,104.18.27.165,CloudFlare,,,,,,,,,,,,,,,cdn,cloudflare,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",US,CA,,,"[8080, 2082, 2083, 2086, 2087, 80, 8880, 8443, 443]",[],"Cloudflare, Inc.",AS13335,US,"[80, 443, 2082, 2083, 2086, 2087, 8080, 8443, 8880]",[],['cdn'],AS13335,"Cloudflare, Inc.",[]
spacebears_20250522_page1.html,spacebears,https://helisecurite.fr,helisecurite.fr,213.186.33.2,,,cpe:/a:php:php:4.4.9,cpe:2.3:a:php:php:4.4.9,,,,,,574866101f64002c6421cc329e4d5458,2ad2ad0002ad2ad00042d42d0000000464fb8c6842ac133bede81390a48134,fe162b865976ff305e9bc87231ecd1f803248a05002d4587534d3644329d0c7d,"terresdecrivains.com, ecrivainsenregioncentre.com.terresdecrivains.com, cluster002.ovh.net, www.ecrivainsenregioncentre.com.terresdecrivains.com, www.terresdecrivains.com","terresdecrivains.com, ovh.net","CVE-2018-10549, CVE-2018-10548, CVE-2016-3141, CVE-2018-10545, CVE-2018-10547, CVE-2018-10546, CVE-2015-8874, CVE-2017-7272, CVE-2015-0231, CVE-2015-0232, CVE-2008-5557, CVE-2014-9705, CVE-2008-5498, CVE-2016-3142, CVE-2018-17082, CVE-2014-5459, CVE-2009-5016, CVE-2015-8835, CVE-2016-7418, CVE-2012-2311, CVE-2007-4586, CVE-2016-7414, CVE-2016-7416, CVE-2016-7417, CVE-2016-7411, CVE-2016-7412, CVE-2016-7413, CVE-2011-1468, CVE-2011-1469, CVE-2011-0421, CVE-2016-8670, CVE-2012-2688, CVE-2011-1466, CVE-2011-1467, CVE-2011-1464, CVE-2009-3291, CVE-2006-4483, CVE-2011-3182, CVE-2016-3171, CVE-2016-5773, CVE-2016-5772, CVE-2016-5771, CVE-2016-5770, CVE-2015-8935, CVE-2018-20783, CVE-2016-4343, CVE-2015-4147, CVE-2012-0057, CVE-2007-5128, CVE-2015-2348, CVE-2015-8838, CVE-2006-7243, CVE-2016-4070, CVE-2009-3558, CVE-2016-2554, CVE-2015-4024, CVE-2018-14851, CVE-2012-1823, CVE-2008-5658, CVE-2019-9637, CVE-2015-4644, CVE-2013-1824, CVE-2017-8923, CVE-2013-6501, CVE-2015-6497, CVE-2015-8865, CVE-2013-6420, CVE-2013-1643, CVE-2016-6174, CVE-2016-9933, CVE-2018-5712, CVE-2016-5766, CVE-2022-31629, CVE-2016-5768, CVE-2016-5769, CVE-2016-9137, CVE-2015-2787, CVE-2015-6831, CVE-2015-6832, CVE-2015-6833, CVE-2015-6834, CVE-2015-6835, CVE-2015-6836, CVE-2015-6837, CVE-2015-6838, CVE-2008-2051, CVE-2016-9935, CVE-2016-9934, CVE-2017-11143, CVE-2013-3735, CVE-2017-11145, CVE-2017-11144, CVE-2012-2143, CVE-2010-3870, CVE-2004-0959, CVE-2004-0958, CVE-2014-0207, CVE-2012-0831, CVE-2012-1172, CVE-2007-4840, CVE-2017-11142, CVE-2019-9639, CVE-2019-9638, CVE-2010-4409, CVE-2011-1939, CVE-2013-7456, CVE-2013-7327, CVE-2015-0273, CVE-2013-1635, CVE-2016-6289, CVE-2007-4783, CVE-2007-4782, CVE-2018-14883, CVE-2007-4784, CVE-2015-4601, CVE-2015-4600, CVE-2015-4603, CVE-2015-4602, CVE-2015-4605, CVE-2015-4604, CVE-2014-3479, CVE-2011-1153, CVE-2007-6039, CVE-2014-3597, CVE-2013-4248, CVE-2006-5706, CVE-2014-8626, CVE-2014-4670, CVE-2014-9912, CVE-2014-0237, CVE-2016-5093, CVE-2016-4342, CVE-2016-5096, CVE-2014-9653, CVE-2016-5094, CVE-2016-5095, CVE-2016-4543, CVE-2016-4542, CVE-2016-4541, CVE-2016-4540, CVE-2017-7963, CVE-2014-3515, CVE-2014-0238, CVE-2016-5399, CVE-2019-9023, CVE-2019-9020, CVE-2019-9021, CVE-2008-5625, CVE-2019-9024, CVE-2008-2829, CVE-2015-3411, CVE-2016-3167, CVE-2014-2497, CVE-2007-1375, CVE-2018-7584, CVE-2016-6291, CVE-2016-6290, CVE-2016-6292, CVE-2015-7774, CVE-2016-6294, CVE-2016-6297, CVE-2016-6296, CVE-2014-3587, CVE-2015-1351, CVE-2015-1352, CVE-2012-3450, CVE-2015-4116, CVE-2007-4659, CVE-2008-0599, CVE-2016-3185, CVE-2016-10712, CVE-2008-1384, CVE-2015-5589, CVE-2017-12868, CVE-2007-4652, CVE-2011-1148, CVE-2016-10397, CVE-2007-5900, CVE-2011-4718, CVE-2014-3669, CVE-2022-31628, CVE-2016-9138, CVE-2016-10161, CVE-2015-3412, CVE-2016-5767, CVE-2010-4697, CVE-2013-4635, CVE-2011-0708, CVE-2014-2020, CVE-2007-3205, CVE-2015-2783, CVE-2015-9253, CVE-2017-9226, CVE-2016-1903, CVE-2017-9224, CVE-2015-4599, CVE-2007-4825, CVE-2008-7068, CVE-2014-3981, CVE-2016-7132, CVE-2016-7131, CVE-2016-7130, CVE-2019-6977, CVE-2007-4441, CVE-2014-3478, CVE-2015-8873, CVE-2011-1398, CVE-2015-8877, CVE-2015-5590, CVE-2009-3292, CVE-2014-9652, CVE-2015-8879, CVE-2007-4889, CVE-2022-4900, CVE-2015-4021, CVE-2007-3996, CVE-2015-4022, CVE-2015-4025, CVE-2013-6712, CVE-2015-4026, CVE-2014-9425, CVE-2010-4699, CVE-2014-9427, CVE-2014-9426, CVE-2016-10158, CVE-2016-10159, CVE-2014-3670, CVE-2009-3293, CVE-2019-9641, CVE-2016-6288, CVE-2016-6295, CVE-2010-1130, CVE-2014-0236, CVE-2018-15132, CVE-2015-4598, CVE-2014-2270, CVE-2016-7124, CVE-2016-7125, CVE-2016-7126, CVE-2016-7127, CVE-2006-5178, CVE-2011-4885, CVE-2015-4642, CVE-2006-4482, CVE-2011-0753, CVE-2011-0752, CVE-2015-3307, CVE-2016-7128, CVE-2016-7129, CVE-2011-0755, CVE-2011-0754, CVE-2024-25117, CVE-2009-4418, CVE-2014-3487, CVE-2017-11628, CVE-2011-1092, CVE-2017-12933, CVE-2018-5711, CVE-2011-3268, CVE-2017-11147, CVE-2008-2050, CVE-2007-1521, CVE-2015-2331, CVE-2007-4670, CVE-2016-4537, CVE-2012-3365, CVE-2012-2336, CVE-2007-2748, CVE-2016-4538, CVE-2016-4539, CVE-2011-2483, CVE-2009-4143, CVE-2009-4142, CVE-2015-3329, CVE-2020-11579, CVE-2015-4148, CVE-2009-4018, CVE-2010-1128, CVE-2015-3330, CVE-2009-4017, CVE-2007-0910, CVE-2008-2666, CVE-2017-16642, CVE-2013-2110, CVE-2016-5114, CVE-2007-5898, CVE-2007-5899, CVE-2014-9767, CVE-2014-3668, CVE-2009-2687, CVE-2011-2202, CVE-2017-7890, CVE-2007-4660, CVE-2012-2386, CVE-2015-4643, CVE-2007-4663, CVE-2012-2376, CVE-2013-2220, CVE-2008-5814, CVE-2015-7803, CVE-2014-3480, CVE-2009-2626, CVE-2015-7804, CVE-2006-5465, CVE-2007-4662, CVE-2008-4107, CVE-2014-8142, CVE-2009-3557, CVE-2007-1413, CVE-2011-3267, CVE-2007-4887, CVE-2012-0789, CVE-2012-0788, CVE-2011-1471, CVE-2011-1470",eol-product,OVHcloud,AS16276,OVH SAS,OVH SAS,FR,HDF,"{""C"": ""US"", ""CN"": ""E6"", ""O"": ""Let's Encrypt""}","{""CN"": ""terresdecrivains.com""}","[80, 443, 2628]",[],OVH SAS,AS16276,FR,"[80, 443, 2628]",[],[],AS16276,OVH SAS,"['CVE-2006-7243', 'CVE-2016-7416', 'CVE-2016-7130', 'CVE-2016-10712', 'CVE-2015-2783', 'CVE-2007-4586', 'CVE-2015-4021', 'CVE-2016-7128', 'CVE-2015-8865', 'CVE-2017-7963', 'CVE-2015-7774', 'CVE-2016-2554', 'CVE-2011-2202', 'CVE-2010-1128', 'CVE-2007-4659', 'CVE-2016-4343', 'CVE-2019-9641', 'CVE-2016-4540', 'CVE-2007-5900', 'CVE-2014-9767', 'CVE-2016-3185', 'CVE-2014-2270', 'CVE-2015-4147', 'CVE-2009-4017', 'CVE-2014-3669', 'CVE-2012-3450', 'CVE-2007-4889', 'CVE-2019-9023', 'CVE-2014-3587', 'CVE-2011-0752', 'CVE-2015-8877', 'CVE-2011-1398', 'CVE-2012-2336', 'CVE-2015-0231', 'CVE-2016-4543', 'CVE-2017-11144', 'CVE-2011-0421', 'CVE-2019-9637', 'CVE-2009-4418', 'CVE-2016-6288', 'CVE-2016-4070', 'CVE-2007-4660', 'CVE-2018-17082', 'CVE-2011-1467', 'CVE-2015-8879', 'CVE-2009-3291', 'CVE-2014-3515', 'CVE-2014-8626', 'CVE-2016-7131', 'CVE-2016-5094', 'CVE-2014-3480', 'CVE-2012-2386', 'CVE-2004-0958', 'CVE-2010-1130', 'CVE-2007-6039', 'CVE-2007-1521', 'CVE-2019-9024', 'CVE-2014-9427', 'CVE-2007-4663', 'CVE-2016-10158', 'CVE-2007-5899', 'CVE-2014-0207', 'CVE-2018-14851', 'CVE-2015-8873', 'CVE-2013-7456', 'CVE-2014-9426', 'CVE-2015-4598', 'CVE-2013-1635', 'CVE-2016-7129', 'CVE-2016-4542', 'CVE-2007-4825', 'CVE-2014-2497', 'CVE-2013-2220', 'CVE-2017-11143', 'CVE-2009-3558', 'CVE-2015-4644', 'CVE-2013-4248', 'CVE-2016-5771', 'CVE-2008-2050', 'CVE-2009-4143', 'CVE-2011-1471', 'CVE-2017-16642', 'CVE-2007-1375', 'CVE-2014-9705', 'CVE-2016-7413', 'CVE-2007-4662', 'CVE-2016-6292', 'CVE-2016-8670', 'CVE-2013-1643', 'CVE-2016-9933', 'CVE-2008-1384', 'CVE-2022-31628', 'CVE-2015-4642', 'CVE-2017-9226', 'CVE-2015-3411', 'CVE-2015-4602', 'CVE-2016-7125', 'CVE-2013-1824', 'CVE-2016-7127', 'CVE-2016-7412', 'CVE-2009-2687', 'CVE-2016-3142', 'CVE-2015-4643', 'CVE-2016-9935', 'CVE-2015-5589', 'CVE-2015-6497', 'CVE-2015-4604', 'CVE-2015-1352', 'CVE-2016-5766', 'CVE-2007-4783', 'CVE-2016-6174', 'CVE-2012-2311', 'CVE-2006-5706', 'CVE-2010-4409', 'CVE-2014-8142', 'CVE-2013-7327', 'CVE-2007-4840', 'CVE-2016-5095', 'CVE-2018-5712', 'CVE-2017-7890', 'CVE-2016-5772', 'CVE-2014-4670', 'CVE-2016-7126', 'CVE-2015-7803', 'CVE-2011-1939', 'CVE-2014-0238', 'CVE-2013-3735', 'CVE-2011-1468', 'CVE-2014-9652', 'CVE-2014-3487', 'CVE-2012-0057', 'CVE-2017-12933', 'CVE-2012-1823', 'CVE-2013-6420', 'CVE-2019-9638', 'CVE-2011-0708', 'CVE-2007-4887', 'CVE-2011-3182', 'CVE-2011-3268', 'CVE-2015-7804', 'CVE-2014-3597', 'CVE-2011-1470', 'CVE-2016-1903', 'CVE-2007-2748', 'CVE-2011-0754', 'CVE-2007-5898', 'CVE-2016-10397', 'CVE-2018-10546', 'CVE-2014-3670', 'CVE-2017-11142', 'CVE-2011-1153', 'CVE-2015-4026', 'CVE-2017-9224', 'CVE-2016-7411', 'CVE-2008-5498', 'CVE-2008-5658', 'CVE-2007-0910', 'CVE-2014-3479', 'CVE-2018-5711', 'CVE-2007-1413', 'CVE-2016-5767', 'CVE-2008-2666', 'CVE-2014-9653', 'CVE-2011-4718', 'CVE-2016-4539', 'CVE-2006-5465', 'CVE-2015-6837', 'CVE-2016-5768', 'CVE-2015-6835', 'CVE-2015-4599', 'CVE-2016-4538', 'CVE-2009-3292', 'CVE-2014-9912', 'CVE-2016-3171', 'CVE-2014-3981', 'CVE-2016-6291', 'CVE-2016-5093', 'CVE-2015-8874', 'CVE-2011-1464', 'CVE-2018-10545', 'CVE-2010-4699', 'CVE-2016-10161', 'CVE-2016-4537', 'CVE-2008-5814', 'CVE-2015-4022', 'CVE-2015-4148', 'CVE-2016-9934', 'CVE-2016-5770', 'CVE-2016-5773', 'CVE-2012-2688', 'CVE-2015-8835', 'CVE-2016-4342', 'CVE-2015-3330', 'CVE-2011-3267', 'CVE-2011-4885', 'CVE-2016-9137', 'CVE-2009-4018', 'CVE-2016-9138', 'CVE-2018-14883', 'CVE-2016-7417', 'CVE-2012-2143', 'CVE-2012-1172', 'CVE-2008-4107', 'CVE-2015-5590', 'CVE-2006-4483', 'CVE-2011-1469', 'CVE-2011-2483', 'CVE-2019-6977', 'CVE-2007-4441', 'CVE-2014-0236', 'CVE-2016-4541', 'CVE-2009-2626', 'CVE-2015-6833', 'CVE-2015-6834', 'CVE-2019-9639', 'CVE-2008-2829', 'CVE-2011-0753', 'CVE-2010-4697', 'CVE-2015-3329', 'CVE-2008-2051', 'CVE-2014-3668', 'CVE-2017-11145', 'CVE-2015-2348', 'CVE-2011-1148', 'CVE-2015-8838', 'CVE-2015-4603', 'CVE-2009-4142', 'CVE-2015-4600', 'CVE-2016-6294', 'CVE-2020-11579', 'CVE-2006-4482', 'CVE-2008-5625', 'CVE-2012-3365', 'CVE-2010-3870', 'CVE-2016-7132', 'CVE-2015-4605', 'CVE-2018-15132', 'CVE-2015-8935', 'CVE-2013-4635', 'CVE-2016-6290', 'CVE-2015-6836', 'CVE-2004-0959', 'CVE-2016-3167', 'CVE-2018-10548', 'CVE-2008-7068', 'CVE-2018-7584', 'CVE-2016-10159', 'CVE-2018-20783', 'CVE-2011-1092', 'CVE-2008-5557', 'CVE-2007-5128', 'CVE-2017-11628', 'CVE-2012-0788', 'CVE-2015-4025', 'CVE-2015-2331', 'CVE-2018-10549', 'CVE-2006-5178', 'CVE-2007-3996', 'CVE-2015-6838', 'CVE-2012-0789', 'CVE-2016-3141', 'CVE-2017-8923', 'CVE-2016-5399', 'CVE-2015-4116', 'CVE-2022-31629', 'CVE-2014-5459', 'CVE-2016-6296', 'CVE-2008-0599', 'CVE-2015-4024', 'CVE-2015-1351', 'CVE-2007-4784', 'CVE-2015-3307', 'CVE-2015-9253', 'CVE-2009-5016', 'CVE-2016-5096', 'CVE-2016-7414', 'CVE-2016-6289', 'CVE-2016-6297', 'CVE-2015-0232', 'CVE-2017-11147', 'CVE-2014-3478', 'CVE-2007-4652', 'CVE-2012-0831', 'CVE-2017-7272', 'CVE-2024-25117', 'CVE-2018-10547', 'CVE-2015-6831', 'CVE-2013-6712', 'CVE-2014-0237', 'CVE-2009-3293', 'CVE-2013-2110', 'CVE-2014-2020', 'CVE-2016-7124', 'CVE-2019-9020', 'CVE-2016-5114', 'CVE-2016-5769', 'CVE-2015-6832', 'CVE-2019-9021', 'CVE-2007-4670', 'CVE-2016-6295', 'CVE-2014-9425', 'CVE-2022-4900', 'CVE-2016-7418', 'CVE-2007-4782', 'CVE-2017-12868', 'CVE-2015-4601', 'CVE-2013-6501', 'CVE-2012-2376', 'CVE-2007-3205', 'CVE-2011-0755', 'CVE-2015-2787', 'CVE-2015-3412', 'CVE-2015-0273', 'CVE-2009-3557', 'CVE-2011-1466']"
spacebears_20250522_page1.html,spacebears,https://www.rotorteam.com,rotorteam.com,213.186.33.18,,,,,"Google Analytics, Google Tag Manager",,,,,574866101f64002c6421cc329e4d5458,2ad2ad0002ad2ad00042d42d0000000464fb8c6842ac133bede81390a48134,3060fd274ae015e48e7cbce03ff592fa214fd99d6fc00ee10696ec835806aecf,"blog.lesoreilles.com, lesoreilles.com, www.lesoreilles.com, cluster007.ovh.net","ovh.net, lesoreilles.com",,,OVHcloud,AS16276,OVH SAS,OVH SAS,FR,HDF,"{""C"": ""US"", ""CN"": ""E6"", ""O"": ""Let's Encrypt""}","{""CN"": ""lesoreilles.com""}","[80, 443, 2628]",[],OVH SAS,AS16276,FR,"[80, 443, 2628]",[],['eol-product'],AS16276,OVH SAS,[]
spacebears_20250522_page1.html,spacebears,invoguemd.com,invoguemd.com,15.197.142.173,,,,,,,,,,,,,a4ec4c6ea1c92e2e6.awsglobalaccelerator.com,awsglobalaccelerator.com,,cloud,ip-10-124-5-31.us-west-2.compute.internal,AS16509,Amazon Technologies Inc.,"Amazon.com, Inc.",US,WA,,,[80],[],Amazon Technologies Inc.,AS16509,US,[80],[],['cloud'],AS16509,Amazon Technologies Inc.,[]
spacebears_20250522_page1.html,spacebears,https://invoguerejuvenation.com,invoguerejuvenation.com,141.193.213.11,CloudFlare,,,,,,,,,93546012d50bbfdd5a94bc6b31fcafea,00000000000000000000000000000000000000000000000000000000000000,ca601c6ff6c660d7b29a1805230704b94554ad93a2aabdafdb3ed8957d64a440,westlonelectrical.com,westlonelectrical.com,,cdn,cloudflare,AS209242,"WPEngine, Inc.","Cloudflare London, LLC",DE,BE,"{""C"": ""US"", ""CN"": ""E5"", ""O"": ""Let's Encrypt""}","{""CN"": ""westlonelectrical.com""}","[8080, 2082, 2083, 2086, 2087, 80, 8880, 8443, 443]",[],"WPEngine, Inc.",AS209242,DE,"[80, 443, 2082, 2083, 2086, 2087, 8080, 8443, 8880]",[],['cdn'],AS209242,"WPEngine, Inc.",[]
spacebears_20250522_page1.html,spacebears,https://www.hytera.us,hytera.us,104.21.14.233,CloudFlare,,,,,,,,,,,,,,,cdn,cloudflare,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",US,CA,,,"[8080, 2082, 2083, 2052, 2053, 2086, 2087, 2095, 80, 8880, 8443, 443]",[],"Cloudflare, Inc.",AS13335,US,"[80, 443, 2052, 2053, 2082, 2083, 2086, 2087, 2095, 8080, 8443, 8880]",[],['cdn'],AS13335,"Cloudflare, Inc.",[]
spacebears_20250522_page1.html,spacebears,http://mesopolys.pt,mesopolys.pt,213.13.156.134,,,,,,,,,,574866101f64002c6421cc329e4d5458,2ad2ad16d2ad2ad00042d42d0000005fd00fabd213a5ac89229012f70afd5c,f7bd56a433ae48bddf323a9cfbd1a3497e90d5da4362ecf9303f200b3feb4ad5,"bpalmeira.com, www.bpalmeira.com",bpalmeira.com,,,,AS3243,Janela Digital,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,PT,11,"{""C"": ""US"", ""CN"": ""R11"", ""O"": ""Let's Encrypt""}","{""CN"": ""bpalmeira.com""}","[80, 443]",[],Janela Digital,AS3243,PT,"[80, 443]",[],[],AS3243,Janela Digital,[]
spacebears_20250522_page1.html,spacebears,industry.Our,industry.Our,NO_IP_FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
spacebears_20250522_page1.html,spacebears,devices.Our,devices.Our,NO_IP_FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
spacebears_20250522_page1.html,spacebears,https://www.thinkadam.co,thinkadam.co,23.236.62.147,,,,,,,,,,dc72e6e41d079db48ea7e4133eb74749,00000000000000000000000000000000000000000000000000000000000000,a1ee8cef5d4b7179256aa079b852a295af7257d43891a49dcfd9a1b7149c31c5,"skipmartinmusic.com, www.skipmartinmusic.com, 147.62.236.23.bc.googleusercontent.com","skipmartinmusic.com, googleusercontent.com",,cloud,Pepyaka,AS396982,Google LLC,Google LLC,US,IA,"{""C"": ""US"", ""CN"": ""R10"", ""O"": ""Let's Encrypt""}","{""CN"": ""skipmartinmusic.com""}","[80, 443]",[],Google LLC,AS396982,US,"[80, 443]",[],['cloud'],AS396982,Google LLC,[]
spacebears_20250522_page1.html,spacebears,https://fliesenstudioamrhein.de,fliesenstudioamrhein.de,85.13.166.36,MariaDB,10.11.11-MariaDB-0ubuntu0.24.04.2-log,cpe:/a:mariadb:mariadb:10.11.11-MariaDB-0ubuntu0.24.04.2-log,cpe:2.3:a:mariadb:mariadb:10.11.11-MariaDB-0ubuntu0.24.04.2-log,,"AAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlzdHAyNTYAAABBBBUc7uQ3vsKHUel/6YjkYZ1K
t4Z3nx8GmIqxy0DFeW2ocd2jw5se5lSV6o7YoUrH+fOJFjLGlPMJA3IPJGGjmwA=
","sntrup761x25519-sha512@openssh.com, curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, ext-info-s, kex-strict-s-v00@openssh.com","umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1",aes128-ctr,574866101f64002c6421cc329e4d5458,33d3fd16d29d29d00042d43d0000005aa9877b7a5d6a671d1e56af48dc9ce6,6fd2d3d21f7b598b97f10fc3059a2a5779cc655bd5402db8e3458b3e099d95fc,"kasserver.com, dd26014.kasserver.com",kasserver.com,,"database, starttls",Apache,AS34788,Neue Medien Muennich GmbH,Neue Medien Muennich GmbH,DE,SN,"{""C"": ""GB"", ""ST"": ""Greater Manchester"", ""CN"": ""Sectigo RSA Domain Validation Secure Server CA"", ""O"": ""Sectigo Limited"", ""L"": ""Salford""}","{""CN"": ""*.kasserver.com""}","[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 25, 443]",[],Neue Medien Muennich GmbH,AS34788,DE,"[21, 22, 25, 80, 110, 143, 443, 465, 587, 993, 995]",[],['starttls'],AS34788,Neue Medien Muennich GmbH,[]
spacebears_20250522_page1.html,spacebears,https://www.fifisystems.com,fifisystems.com,99.83.190.102,nginx,,cpe:/a:f5:nginx,cpe:2.3:a:f5:nginx,HSTS,,,,,93546012d50bbfdd5a94bc6b31fcafea,00000000000000000000000000000000000000000000000000000000000000,a361df865c98ea3b42299cbdf4fade91eecae2e4f0abceff0c62d919787e5ec1,"aacb0a264e514dd48.awsglobalaccelerator.com, dewasserette.com","dewasserette.com, awsglobalaccelerator.com",,cloud,,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",US,WA,"{""C"": ""US"", ""CN"": ""R11"", ""O"": ""Let's Encrypt""}","{""CN"": ""dewasserette.com""}","[80, 443]",[],"Amazon.com, Inc.",AS16509,US,"[80, 443]",[],['cloud'],AS16509,"Amazon.com, Inc.",[]
spacebears_20250522_page1.html,spacebears,https://smemballage.com,smemballage.com,NO_IP_FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
spacebears_20250522_page1.html,spacebears,https://www.mrbean.com.sg,mrbean.com.sg,54.169.86.181,,,,,"Amazon ELB, Amazon Web Services",,,,,574866101f64002c6421cc329e4d5458,15d3fd16d29d29d00042d43d000000fbc10435df141b3459e26f69e76d5947,7b3b7f8084d2b4182d54c698abd870c1ab79e075846755fa22b4f66729b28fb9,"eyecare-studio.com, ec2-54-169-86-181.ap-southeast-1.compute.amazonaws.com, www.eyecare-studio.com","eyecare-studio.com, amazonaws.com",,cloud,awselb/2.0,AS16509,Amazon Technologies Inc.,"Amazon.com, Inc.",SG,01,"{""C"": ""US"", ""CN"": ""R10"", ""O"": ""Let's Encrypt""}","{""CN"": ""eyecare-studio.com""}","[80, 443]",[],Amazon Technologies Inc.,AS16509,SG,"[80, 443]",[],['cloud'],AS16509,Amazon Technologies Inc.,[]
